Type 1,Type 2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Legendary,LogHP,SqrtHP,std_HP,std_Attack,std_Defense,std_Sp. Atk,std_Sp. Def,std_Speed,std_LogHP,std_SqrtHP,norm_HP,norm_Attack,norm_Defense,norm_Sp. Atk,norm_Sp. Def,norm_Speed,norm_LogHP,norm_SqrtHP,is_Bug,is_Dark,is_Dragon,is_Electric,is_Fighting,is_Fire,is_Ghost,is_Grass,is_Ground,is_Ice,is_Normal,is_Poison,is_Psychic,is_Rock,is_Steel,is_Water
Grass,Psychic,95,95,85,125,65,55,False,4.553876891600541,9.746794344808963,1.0101257198566145,0.48189726228002644,0.3483543523751598,1.599584719946156,-0.23847068376799305,-0.46784632862376385,0.9885525409533672,1.0547438472058874,0.3700787401574803,0.48648648648648657,0.35555555555555557,0.625,0.2142857142857143,0.2857142857142857,0.8218120027118011,0.5843381853735097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bug,Poison,60,55,50,40,55,45,False,4.0943445622221,7.745966692414834,-0.35728790170589914,-0.7524569253603861,-0.7660280737082308,-0.9944370338985871,-0.5986969057095612,-0.8135936865574627,-0.1913096822960943,-0.29383866884231985,0.23228346456692914,0.2702702702702703,0.19999999999999998,0.16304347826086957,0.16666666666666669,0.22857142857142854,0.7388828430294488,0.4506709292845407,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water,Flying,65,40,70,80,140,70,False,4.174387269895637,8.06225774829855,-0.16194309862554007,-1.2153397457255408,-0.1292381159462933,0.22627908555776258,2.463225980793769,0.05077470827678435,0.014202228385670543,-0.08065459602284714,0.25196850393700787,0.1891891891891892,0.2888888888888889,0.3804347826086956,0.5714285714285715,0.37142857142857144,0.7533276906749776,0.4718010638640337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Water,,43,30,55,40,65,97,False,3.7612001156935624,6.557438524302,-1.02146023217912,-1.523928292635644,-0.6068305842677464,-0.9944370338985871,-0.23847068376799305,0.9842925746977711,-1.0466674497811983,-1.0949213135318194,0.16535433070866143,0.13513513513513514,0.2222222222222222,0.16304347826086957,0.2142857142857143,0.5257142857142857,0.6787621785251199,0.371270137904036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bug,Poison,40,55,99,40,79,47,False,3.6888794541139363,6.324555320336759,-1.1386671140273354,-0.7524569253603861,0.794107322808516,-0.9944370338985871,0.2658460269502025,-0.7444442149707229,-1.2323527892079675,-1.2518874654005303,0.15354330708661418,0.2702702702702703,0.4177777777777778,0.16304347826086957,0.280952380952381,0.24,0.6657108841785778,0.3557121467767175,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water,,75,75,60,83,60,60,False,4.31748811353631,8.660254037844387,0.2287465075351781,-0.13527983154017986,-0.44763309482726205,0.3178327945169888,-0.41858379473877716,-0.29497264965691444,0.38161768260437373,0.32240227885503076,0.29133858267716534,0.3783783783783784,0.24444444444444444,0.3967391304347826,0.19047619047619052,0.3142857142857143,0.7791522778786859,0.5117507932069544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Fire,Fighting,60,85,60,85,60,55,False,4.0943445622221,7.745966692414834,-0.35728790170589914,0.1733087153699233,-0.44763309482726205,0.3788686004898063,-0.41858379473877716,-0.46784632862376385,-0.1913096822960943,-0.29383866884231985,0.23228346456692914,0.43243243243243246,0.24444444444444444,0.4076086956521739,0.19047619047619052,0.2857142857142857,0.7388828430294488,0.4506709292845407,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Psychic,Flying,67,57,55,77,55,114,False,4.204692619390966,8.18535277187245,-0.08380517739339642,-0.6907392159783655,-0.6068305842677464,0.13472537659853637,-0.5986969057095612,1.572063083185059,0.09201206840339941,0.002312968127753262,0.25984251968503935,0.2810810810810811,0.2222222222222222,0.36413043478260865,0.16666666666666669,0.6228571428571429,0.7587967230081912,0.4800245477906189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Bug,Grass,60,59,85,79,105,36,False,4.0943445622221,7.745966692414834,-0.35728790170589914,-0.6290215065963449,0.3483543523751598,0.19576118257135383,1.20243420399828,-1.1247663086977917,-0.1913096822960943,-0.29383866884231985,0.23228346456692914,0.2918918918918919,0.35555555555555557,0.37499999999999994,0.40476190476190477,0.17714285714285713,0.7388828430294488,0.4506709292845407,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rock,Flying,55,112,45,74,45,70,False,4.007333185232471,7.416198487095663,-0.5526327047862583,1.0064977920272018,-0.9252255631487152,0.04317166763931013,-0.9589231276511295,0.05077470827678435,-0.4147138480962242,-0.5161065066093017,0.2125984251968504,0.5783783783783785,0.17777777777777778,0.34782608695652173,0.11904761904761905,0.37142857142857144,0.7231803996642251,0.42864044050273414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Grass,Fairy,60,67,85,77,75,116,False,4.0943445622221,7.745966692414834,-0.35728790170589914,-0.3821506690682624,0.3483543523751598,0.13472537659853637,0.1217555381735752,1.6412125547717988,-0.1913096822960943,-0.29383866884231985,0.23228346456692914,0.33513513513513515,0.35555555555555557,0.36413043478260865,0.2619047619047619,0.6342857142857142,0.7388828430294488,0.4506709292845407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grass,Flying,35,35,40,35,55,50,False,3.5553480614894135,5.916079783099616,-1.3340119171076945,-1.3696340191805925,-1.0844230525891996,-1.1470265488306308,-0.5986969057095612,-0.6407200075906133,-1.5751984079017929,-1.5272050156614254,0.13385826771653545,0.16216216216216217,0.15555555555555556,0.1358695652173913,0.16666666666666669,0.2571428571428571,0.6416132408276866,0.328423537397182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water,Psychic,60,75,85,100,85,115,False,4.0943445622221,7.745966692414834,-0.35728790170589914,-0.13527983154017986,0.3483543523751598,0.8366371452859375,0.4819817601151435,1.606637818978429,-0.1913096822960943,-0.29383866884231985,0.23228346456692914,0.3783783783783784,0.35555555555555557,0.48913043478260865,0.3095238095238096,0.6285714285714286,0.7388828430294488,0.4506709292845407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bug,Poison,65,150,40,15,80,145,False,4.174387269895637,8.06225774829855,-0.16194309862554007,2.179134270285594,-1.0844230525891996,-1.7573846085588056,0.30186864914435935,2.6438798927795255,0.014202228385670543,-0.08065459602284714,0.25196850393700787,0.7837837837837838,0.15555555555555556,0.027173913043478264,0.28571428571428575,0.8,0.7533276906749776,0.4718010638640337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electric,,60,50,70,80,80,140,False,4.0943445622221,7.745966692414834,-0.35728790170589914,-0.9067511988154378,-0.1292381159462933,0.22627908555776258,0.30186864914435935,2.471006213812676,-0.1913096822960943,-0.29383866884231985,0.23228346456692914,0.24324324324324326,0.2888888888888889,0.3804347826086956,0.28571428571428575,0.7714285714285715,0.7388828430294488,0.4506709292845407,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fire,,65,63,45,45,45,45,False,4.174387269895637,8.06225774829855,-0.16194309862554007,-0.5055860878323036,-0.9252255631487152,-0.8418475189665434,-0.9589231276511295,-0.8135936865574627,0.014202228385670543,-0.08065459602284714,0.25196850393700787,0.31351351351351353,0.17777777777777778,0.19021739130434784,0.11904761904761905,0.22857142857142854,0.7533276906749776,0.4718010638640337,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Psychic,Flying,106,90,130,90,154,110,True,4.663439094112067,10.295630140987,1.4398842866334045,0.32760298882497485,1.7811317573395191,0.53145811542185,2.9675426915119645,1.4337641400115797,1.269856587644063,1.4246659432052393,0.41338582677165353,0.4594594594594595,0.5555555555555555,0.43478260869565216,0.6380952380952382,0.6,0.8415840640149048,0.6210036996824213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Poison,,60,85,69,65,79,80,False,4.0943445622221,7.745966692414834,-0.35728790170589914,0.1733087153699233,-0.16107761383439018,-0.23148945923836856,0.2658460269502025,0.39652206621048314,-0.1913096822960943,-0.29383866884231985,0.23228346456692914,0.43243243243243246,0.28444444444444444,0.29891304347826086,0.280952380952381,0.42857142857142855,0.7388828430294488,0.4506709292845407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ghost,Grass,85,110,76,65,82,56,False,4.442651256490317,9.219544457292887,0.6194361136958962,0.9447800826451812,0.061798871382287936,-0.23148945923836856,0.373913893532673,-0.433271592830394,0.7029775841250103,0.6993709198866576,0.33070866141732286,0.5675675675675675,0.3155555555555556,0.29891304347826086,0.2952380952380953,0.2914285714285714,0.8017397512832608,0.54911473888967,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fire,Fighting,64,78,52,78,52,81,False,4.1588830833596715,8.0,-0.20101205924161186,-0.042703267467148906,-0.702349077932037,0.16524327958494509,-0.7067647722920318,0.43109680200385303,-0.0256052080589885,-0.1226170862670667,0.24803149606299213,0.3945945945945946,0.20888888888888887,0.3695652173913043,0.1523809523809524,0.4342857142857143,0.7505297391952088,0.46764187385314643,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bug,Poison,40,35,30,20,20,50,False,3.6888794541139363,6.324555320336759,-1.1386671140273354,-1.3696340191805925,-1.4028180314701681,-1.6047950936267619,-1.8594886825050503,-0.6407200075906133,-1.2323527892079675,-1.2518874654005303,0.15354330708661418,0.16216216216216217,0.1111111111111111,0.05434782608695652,0.0,0.2571428571428571,0.6657108841785778,0.3557121467767175,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steel,Rock,60,90,140,50,50,40,False,4.0943445622221,7.745966692414834,-0.35728790170589914,0.32760298882497485,2.0995267362204877,-0.6892580040344997,-0.7788100166803454,-0.9864673655243121,-0.1913096822960943,-0.29383866884231985,0.23228346456692914,0.4594594594594595,0.6,0.21739130434782608,0.14285714285714285,0.19999999999999998,0.7388828430294488,0.4506709292845407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Ground,Dark,95,117,80,65,70,92,False,4.553876891600541,9.746794344808963,1.0101257198566145,1.1607920654822534,0.18915686293467543,-0.23148945923836856,-0.05835757279720892,0.8114188957309217,0.9885525409533672,1.0547438472058874,0.3700787401574803,0.6054054054054054,0.33333333333333337,0.29891304347826086,0.23809523809523814,0.4971428571428571,0.8218120027118011,0.5843381853735097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poison,Dark,103,93,67,71,61,84,False,4.634728988229636,10.14889156509222,1.322677404785189,0.42017955289800585,-0.2247566096105839,-0.048382041319916094,-0.38256117254462035,0.5348210093839627,1.1961425806187245,1.3257623331692987,0.4015748031496063,0.47567567567567565,0.27555555555555555,0.33152173913043476,0.19523809523809527,0.4514285714285714,0.8364029161325746,0.6112006850255673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Normal,,65,80,65,35,65,60,False,4.174387269895637,8.06225774829855,-0.16194309862554007,0.019014441914871723,-0.28843560538677765,-1.1470265488306308,-0.23847068376799305,-0.29497264965691444,0.014202228385670543,-0.08065459602284714,0.25196850393700787,0.40540540540540543,0.26666666666666666,0.1358695652173913,0.2142857142857143,0.3142857142857143,0.7533276906749776,0.4718010638640337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Psychic,,74,48,76,83,81,104,False,4.30406509320417,8.602325267042627,0.1896775469191063,-0.9684689081974583,0.061798871382287936,0.3178327945169888,0.33789127133851615,1.2263157252513603,0.34715369911659005,0.2833575728375284,0.2874015748031496,0.23243243243243245,0.3155555555555556,0.3967391304347826,0.2904761904761905,0.5657142857142857,0.7767299025083847,0.5078808047887051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Water,Ice,130,85,80,85,95,60,False,4.867534450455582,11.40175425099138,2.377539341419128,0.1733087153699233,0.18915686293467543,0.3788686004898063,0.8422079820567118,-0.29497264965691444,1.7938771744351187,2.170207236352786,0.5078740157480315,0.43243243243243246,0.33333333333333337,0.4076086956521739,0.3571428571428572,0.3142857142857143,0.8784159805408458,0.6948994070419344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Water,Fighting,91,72,90,129,90,108,False,4.51085950651685,9.539392014169456,0.8538498773923272,-0.2278563956132108,0.5075518418156442,1.721656331891791,0.6620948710859276,1.36461466842484,0.8781041908408252,0.9149521182414215,0.3543307086614173,0.3621621621621622,0.3777777777777778,0.6467391304347826,0.33333333333333337,0.5885714285714285,0.8140489023407176,0.5704824690103999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Fire,,50,85,55,65,65,90,False,3.912023005428146,7.0710678118654755,-0.7479775078666173,0.1733087153699233,-0.6068305842677464,-0.23148945923836856,-0.23847068376799305,0.742269424144182,-0.6594254243074995,-0.7487288385779822,0.19291338582677164,0.43243243243243246,0.2222222222222222,0.29891304347826086,0.2142857142857143,0.48571428571428565,0.7059803190278149,0.40558364683289894,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steel,Psychic,60,75,100,55,80,50,False,4.0943445622221,7.745966692414834,-0.35728790170589914,-0.13527983154017986,0.8259468206966128,-0.536668489102456,0.30186864914435935,-0.6407200075906133,-0.1913096822960943,-0.29383866884231985,0.23228346456692914,0.3783783783783784,0.4222222222222222,0.24456521739130435,0.28571428571428575,0.2571428571428571,0.7388828430294488,0.4506709292845407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Normal,Fighting,65,136,94,54,96,135,False,4.174387269895637,8.06225774829855,-0.16194309862554007,1.7471103046114493,0.6349098333680316,-0.5671863920888647,0.8782306042508685,2.2981325348458266,0.014202228385670543,-0.08065459602284714,0.25196850393700787,0.7081081081081082,0.3955555555555556,0.23913043478260868,0.36190476190476195,0.7428571428571429,0.7533276906749776,0.4718010638640337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Psychic,Grass,100,100,100,100,100,100,False,4.605170185988092,10.0,1.2054705229369735,0.636191535735078,0.8259468206966128,0.8366371452859375,1.0223210930274957,1.0880167820778808,1.12024952174195,1.2254075818591805,0.38976377952755903,0.5135135135135136,0.4222222222222222,0.48913043478260865,0.380952380952381,0.5428571428571428,0.8310686088936831,0.6012538378111884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Ice,Water,90,60,70,75,70,45,False,4.499809670330265,9.486832980505138,0.8147809167762554,-0.5981626519053346,-0.1292381159462933,0.07368957062571888,-0.05835757279720892,-0.8135936865574627,0.84973342461578,0.8795266812852323,0.35039370078740156,0.2972972972972973,0.2888888888888889,0.35326086956521735,0.23809523809523814,0.22857142857142854,0.81205480188032,0.5669712111545867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dark,Fighting,65,90,115,45,115,58,False,4.174387269895637,8.06225774829855,-0.16194309862554007,0.32760298882497485,1.303539289018066,-0.8418475189665434,1.5626604259398482,-0.36412212124365423,0.014202228385670543,-0.08065459602284714,0.25196850393700787,0.4594594594594595,0.4888888888888889,0.19021739130434784,0.45238095238095244,0.3028571428571428,0.7533276906749776,0.4718010638640337,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water,Psychic,90,65,65,40,40,15,False,4.499809670330265,9.486832980505138,0.8147809167762554,-0.443868378450283,-0.28843560538677765,-0.9944370338985871,-1.1390362386219137,-1.850835760358559,0.84973342461578,0.8795266812852323,0.35039370078740156,0.32432432432432434,0.26666666666666666,0.16304347826086957,0.09523809523809525,0.05714285714285715,0.81205480188032,0.5669712111545867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Fire,Steel,91,90,106,130,106,77,True,4.51085950651685,9.539392014169456,0.8538498773923272,0.32760298882497485,1.016983808025194,1.7521742348781997,1.2384568261924367,0.2927978588303735,0.8781041908408252,0.9149521182414215,0.3543307086614173,0.4594594594594595,0.4488888888888889,0.6521739130434783,0.4095238095238096,0.4114285714285714,0.8140489023407176,0.5704824690103999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ground,,90,60,60,40,40,40,False,4.499809670330265,9.486832980505138,0.8147809167762554,-0.5981626519053346,-0.44763309482726205,-0.9944370338985871,-1.1390362386219137,-0.9864673655243121,0.84973342461578,0.8795266812852323,0.35039370078740156,0.2972972972972973,0.24444444444444444,0.16304347826086957,0.09523809523809525,0.19999999999999998,0.81205480188032,0.5669712111545867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghost,Grass,49,66,70,44,55,51,False,3.8918202981106265,7.0,-0.7870464684826891,-0.4130095237592727,-0.1292381159462933,-0.8723654219529521,-0.5986969057095612,-0.6061452717972434,-0.7112964454466382,-0.7966294203301904,0.1889763779527559,0.32972972972972975,0.2888888888888889,0.1847826086956522,0.16666666666666669,0.26285714285714284,0.7023344524934265,0.4008358918741255,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poison,,70,62,67,55,55,56,False,4.248495242049359,8.366600265340756,0.03340170445481903,-0.536444942523314,-0.2247566096105839,-0.536668489102456,-0.5986969057095612,-0.433271592830394,0.2044765381476564,0.12447601424341645,0.27165354330708663,0.3081081081081081,0.27555555555555555,0.24456521739130435,0.16666666666666669,0.2914285714285714,0.7667015306935548,0.4921329645730052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Steel,Psychic,80,135,130,95,90,70,False,4.382026634673881,8.94427190999916,0.4240913106155372,1.716251449920439,1.7811317573395191,0.6840476303538937,0.6620948710859276,0.05077470827678435,0.5473221568414796,0.5138338277817105,0.3110236220472441,0.7027027027027029,0.5555555555555555,0.4619565217391304,0.33333333333333337,0.37142857142857144,0.7907991740444459,0.530724886055846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Water,,55,84,105,114,75,52,False,4.007333185232471,7.416198487095663,-0.5526327047862583,0.142449860678913,0.9851443101370972,1.2638877870956597,0.1217555381735752,-0.5715705360038735,-0.4147138480962242,-0.5161065066093017,0.2125984251968504,0.42702702702702705,0.4444444444444445,0.5652173913043478,0.2619047619047619,0.26857142857142857,0.7231803996642251,0.42864044050273414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Water,Flying,40,30,30,55,30,85,False,3.6888794541139363,6.324555320336759,-1.1386671140273354,-1.523928292635644,-1.4028180314701681,-0.536668489102456,-1.499262460563482,0.5693957451773326,-1.2323527892079675,-1.2518874654005303,0.15354330708661418,0.13513513513513514,0.1111111111111111,0.24456521739130435,0.04761904761904763,0.45714285714285713,0.6657108841785778,0.3557121467767175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Rock,Ground,80,120,130,55,65,45,False,4.382026634673881,8.94427190999916,0.4240913106155372,1.2533686295552844,1.7811317573395191,-0.536668489102456,-0.23847068376799305,-0.8135936865574627,0.5473221568414796,0.5138338277817105,0.3110236220472441,0.6216216216216217,0.5555555555555555,0.24456521739130435,0.2142857142857143,0.22857142857142854,0.7907991740444459,0.530724886055846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Bug,Electric,50,47,50,57,50,65,False,3.912023005428146,7.0710678118654755,-0.7479775078666173,-0.9993277628884687,-0.7660280737082308,-0.47563268312963847,-0.7788100166803454,-0.12209897069006506,-0.6594254243074995,-0.7487288385779822,0.19291338582677164,0.22702702702702704,0.19999999999999998,0.2554347826086956,0.14285714285714285,0.34285714285714286,0.7059803190278149,0.40558364683289894,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Normal,Fighting,100,128,90,77,77,128,False,4.605170185988092,10.0,1.2054705229369735,1.5002394670833668,0.5075518418156442,0.13472537659853637,0.19380078256188887,2.0561093842922373,1.12024952174195,1.2254075818591805,0.38976377952755903,0.664864864864865,0.3777777777777778,0.36413043478260865,0.27142857142857146,0.7028571428571428,0.8310686088936831,0.6012538378111884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Normal,,55,55,50,45,65,55,False,4.007333185232471,7.416198487095663,-0.5526327047862583,-0.7524569253603861,-0.7660280737082308,-0.8418475189665434,-0.23847068376799305,-0.46784632862376385,-0.4147138480962242,-0.5161065066093017,0.2125984251968504,0.2702702702702703,0.19999999999999998,0.19021739130434784,0.2142857142857143,0.2857142857142857,0.7231803996642251,0.42864044050273414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Normal,,60,60,60,60,60,60,False,4.0943445622221,7.745966692414834,-0.35728790170589914,-0.5981626519053346,-0.44763309482726205,-0.38407897417041226,-0.41858379473877716,-0.29497264965691444,-0.1913096822960943,-0.29383866884231985,0.23228346456692914,0.2972972972972973,0.24444444444444444,0.2717391304347826,0.19047619047619052,0.3142857142857143,0.7388828430294488,0.4506709292845407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Psychic,,65,40,50,125,60,30,False,4.174387269895637,8.06225774829855,-0.16194309862554007,-1.2153397457255408,-0.7660280737082308,1.599584719946156,-0.41858379473877716,-1.3322147234580108,0.014202228385670543,-0.08065459602284714,0.25196850393700787,0.1891891891891892,0.19999999999999998,0.625,0.19047619047619052,0.14285714285714285,0.7533276906749776,0.4718010638640337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Water,,30,45,55,70,55,85,False,3.4011973816621555,5.477225575051661,-1.5293567201880536,-1.0610454722704894,-0.6068305842677464,-0.07889994430632484,-0.5986969057095612,0.5693957451773326,-1.9709846283455414,-1.8229981647412512,0.11417322834645668,0.21621621621621623,0.2222222222222222,0.3260869565217391,0.16666666666666669,0.45714285714285713,0.6137945531635808,0.29910545108291287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Normal,,55,81,60,50,70,97,False,4.007333185232471,7.416198487095663,-0.5526327047862583,0.049873296605882037,-0.44763309482726205,-0.6892580040344997,-0.05835757279720892,0.9842925746977711,-0.4147138480962242,-0.5161065066093017,0.2125984251968504,0.41081081081081083,0.24444444444444444,0.21739130434782608,0.23809523809523814,0.5257142857142857,0.7231803996642251,0.42864044050273414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Grass,Poison,75,80,85,110,90,50,False,4.31748811353631,8.660254037844387,0.2287465075351781,0.019014441914871723,0.3483543523751598,1.1418161751500249,0.6620948710859276,-0.6407200075906133,0.38161768260437373,0.32240227885503076,0.29133858267716534,0.40540540540540543,0.35555555555555557,0.5434782608695652,0.33333333333333337,0.2571428571428571,0.7791522778786859,0.5117507932069544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fire,Normal,62,50,58,73,54,72,False,4.127134385045092,7.874007874011811,-0.2791499804737555,-0.9067511988154378,-0.5113120906034558,0.012653764652901387,-0.6347195279037181,0.1199241798635241,-0.1071208869000908,-0.207537333177941,0.24015748031496065,0.24324324324324326,0.23555555555555555,0.34239130434782605,0.16190476190476194,0.38285714285714284,0.744800233991956,0.45922484615488096,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dragon,Flying,95,135,80,110,80,100,False,4.553876891600541,9.746794344808963,1.0101257198566145,1.716251449920439,0.18915686293467543,1.1418161751500249,0.30186864914435935,1.0880167820778808,0.9885525409533672,1.0547438472058874,0.3700787401574803,0.7027027027027029,0.33333333333333337,0.5434782608695652,0.28571428571428575,0.5428571428571428,0.8218120027118011,0.5843381853735097,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electric,Flying,79,105,70,145,80,101,True,4.3694478524670215,8.888194417315589,0.3850223499994654,0.7904858091901296,-0.1292381159462933,2.2099427796743307,0.30186864914435935,1.1225915178712507,0.515025778563959,0.4760369060496493,0.30708661417322836,0.5405405405405406,0.2888888888888889,0.733695652173913,0.28571428571428575,0.5485714285714286,0.7885291534788565,0.5269785740901987,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grass,,75,86,67,106,67,60,False,4.31748811353631,8.660254037844387,0.2287465075351781,0.2041675700609336,-0.2247566096105839,1.0197445632043898,-0.1664254393796794,-0.29497264965691444,0.38161768260437373,0.32240227885503076,0.29133858267716534,0.43783783783783786,0.27555555555555555,0.5217391304347826,0.22380952380952385,0.3142857142857143,0.7791522778786859,0.5117507932069544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
